city,date,fare,ride_id
West Alexis,3/29/16 1:34,11.32,2572182730665
Carrollfort,7/3/16 15:44,23.26,5798723306602
Edwardsbury,4/6/16 19:40,15.86,1170319106003
East Erin,9/27/16 18:13,28.95,1382118766740
New Jeffrey,9/18/16 19:55,7.43,4288021026421
Fosterside,5/11/16 13:59,7.65,6726247721921
Kellershire,11/26/16 22:37,42.37,9958906449731
Lake Jeffreyland,10/31/16 15:51,40.59,1094110108793
Lisaville,6/26/16 14:09,15.81,9434684069984
Davidtown,11/10/16 7:19,11.83,995827554372
West Brandy,6/8/16 20:12,38.93,3007405132524
Davistown,6/4/16 18:13,35.48,9636549658771
Alyssaberg,12/2/16 10:56,37.05,3627723916356
Nguyenbury,9/6/16 15:59,30.56,2565292468986
West Peter,5/21/16 4:03,37.04,2675730921970
Smithhaven,4/22/16 21:43,8.23,3767217579879
Lisaville,8/31/16 20:52,6.29,7549681376354
Port Josephfurt,5/13/16 7:55,39.76,5255089834427
Pamelahaven,2/26/16 20:48,26,34209065249
Lake Stevenbury,1/28/16 2:04,27.07,744434155140
Yolandafurt,10/15/16 9:08,32.99,7248809199355
Sarabury,3/29/16 15:47,17,3574423871181
Kelseyland,11/10/16 1:57,20.58,3395682132130
Davidtown,5/29/16 18:55,34.22,5087993017364
East Erin,8/8/16 19:41,39.79,2029581209877
New Jeffrey,6/24/16 16:08,23.68,7970907541780
Swansonbury,3/13/16 18:09,26.65,5538871696756
Eriktown,12/4/16 23:09,33.27,330724604506
Alvarezhaven,1/28/16 23:53,9.87,2747592323442
West Alexis,9/23/16 3:55,18.48,7050816339217
Vickimouth,1/7/16 0:07,5.21,211545952819
Prattfurt,6/14/16 4:07,13.85,7018475249292
West Sydneyhaven,1/21/16 8:13,33.69,2507812110449
New Jeffrey,2/8/16 7:15,22.33,7579778428567
Lisatown,4/20/16 10:10,11.93,8948256992040
Edwardsbury,3/13/16 18:42,41.07,1904105324025
South Josephville,10/27/16 2:16,14.83,1018467893119
New Christine,5/11/16 4:37,44.62,1328358663685
West Dawnfurt,5/16/16 19:34,31.5,3259829057000
Port Josephfurt,10/28/16 19:37,33.67,2119049783466
Mooreview,11/16/16 17:08,14.13,8086055417446
Alvarezhaven,4/25/16 8:50,31.82,7948246793429
Kellershire,9/25/16 9:29,42.9,9953947964786
Yolandafurt,9/24/16 14:53,21.25,7996695327849
Davidtown,2/3/16 18:31,22.05,8245123382592
Port Samantha,6/25/16 1:09,8.82,616716066195
Stewartview,4/12/16 13:56,28.57,3732939945486
Arnoldview,11/20/16 2:14,19.44,8434323243417
Zimmermanmouth,5/11/16 17:45,37.04,9089069809060
South Bryanstad,6/29/16 6:05,32.39,1641151679876
West Dawnfurt,5/25/16 21:32,14.57,6635427151024
Stewartview,5/20/16 5:27,41.88,6121217268138
Lisaville,1/13/16 1:46,5.74,4968792013041
Pamelahaven,4/28/16 13:58,17.43,91221495577
New David,8/20/16 16:26,42.89,3268654349884
Kimberlychester,5/27/16 14:10,12.66,8005550659618
Edwardsbury,1/4/16 6:07,19.65,9010800669247
New Andreamouth,4/22/16 22:08,22.91,6084763532804
Yolandafurt,4/27/16 10:08,41.96,963387807320
West Jefferyfurt,3/26/16 3:21,10.72,345708215869
Smithhaven,1/21/16 16:45,36.41,1859038778844
West Jefferyfurt,11/14/16 17:44,41.78,1116514588367
Arnoldview,8/15/16 4:42,9.53,2874805015778
Alvarezhaven,9/16/16 14:36,20.61,8307812366044
Lake Sarashire,8/1/16 9:48,25.32,1733794141848
South Louis,4/2/16 17:00,34.7,4423726745028
Port Johnstad,1/20/16 15:00,9.6,2857287921157
Sandymouth,7/9/16 10:53,12.89,8169883635876
West Brandy,10/31/16 13:28,24.86,379927731381
South Louis,5/2/16 20:58,40.86,2111792144358
Yolandafurt,7/30/16 10:52,17.1,9314685389826
Yolandafurt,2/25/16 6:52,26.78,7824370473607
Lisaville,1/3/16 6:26,44.07,7747426000940
South Roy,8/25/16 3:24,40.56,7587703462098
West Sydneyhaven,2/29/16 6:49,30.76,945054057245
South Louis,6/6/16 9:51,6.18,3869513235715
Davidtown,9/25/16 8:12,8.7,4896615666948
Yolandafurt,9/8/16 11:16,12.06,6618019082951
Jacobfort,6/21/16 12:12,32.99,696966852168
Davistown,6/14/16 16:04,36.5,3851995738457
Port Martinberg,12/4/16 14:51,14.4,195338424281
West Alexis,10/16/16 10:50,9.6,7825742786073
West Peter,3/29/16 14:07,41.34,6031578076399
New Maryport,5/11/16 5:20,43.67,7727204447969
Port Martinberg,11/9/16 13:16,33.52,5305195378930
Kimberlychester,10/21/16 3:27,32.16,8270704095592
Zimmermanmouth,1/28/16 1:13,43.51,2489772698062
West Jefferyfurt,12/1/16 3:23,28.03,6676941423419
Port Martinberg,11/27/16 1:04,6.84,5036584805118
South Josephville,1/24/16 20:32,19.48,6038544816218
Lake Stevenbury,1/9/16 17:18,37.12,3349858715566
Maryside,7/12/16 9:31,34.72,9083537149214
Russellport,4/15/16 8:21,6.96,1688310688195
Lake Jeffreyland,2/28/16 17:11,27.52,5777496818598
South Josephville,7/9/16 19:50,23.29,8929699807863
Fosterside,6/1/16 6:32,6.54,9742864545389
West Jefferyfurt,3/27/16 10:42,13.39,1434296698914
New Jeffrey,4/4/16 20:56,32.9,1582414721140
Yolandafurt,10/4/16 2:52,10.59,6498067579661
Antoniomouth,4/18/16 21:10,18.17,510014475164
Williamshire,9/7/16 19:44,21.39,2680824104696
Alvarezhaven,3/16/16 22:24,31.08,7413831046469
Alvarezhaven,1/20/16 6:52,42.41,7825539032352
Torresshire,3/30/16 11:21,43.16,4446758097767
Lisaville,7/26/16 0:46,35.74,2320857247501
Lisaville,2/9/16 11:33,15.65,5340143720324
Carrollfort,11/22/16 11:14,39.24,1918504449821
West Dawnfurt,9/1/16 12:26,31.07,5268573991933
Pamelahaven,8/24/16 3:25,5.75,9465025576878
South Bryanstad,9/27/16 22:34,33.54,4065652446282
Wiseborough,2/19/16 8:39,33.78,7193050849941
West Peter,10/15/16 14:24,33.98,7422359599463
Lisaville,1/23/16 11:09,9.35,7851351742636
Edwardsbury,5/20/16 12:21,31.62,9782652786860
Yolandafurt,3/22/16 22:33,43.36,640429833249
South Louis,5/23/16 10:05,27.25,8863107298600
Port Martinberg,11/18/16 11:20,11.98,8135395149347
Stewartview,11/25/16 9:06,18.7,9764269992681
South Roy,10/31/16 21:45,28.07,9946481960987
Nguyenbury,7/16/16 16:37,26.6,5120625496769
Lake Stevenbury,3/24/16 11:58,6.36,1628208887156
Port Samantha,7/24/16 2:02,43.19,9831551133234
Williamshire,4/26/16 16:22,20.7,7183880039452
New Christine,4/26/16 4:02,20.22,1666833205730
Kelseyland,8/15/16 11:55,27.45,8456148871668
Davistown,9/19/16 9:09,35.84,498986066415
Aprilchester,2/20/16 15:43,15.39,5479461790907
West Brittanyton,4/5/16 8:31,41.3,7698837643298
South Bryanstad,6/5/16 5:07,14.5,5646428260494
West Brittanyton,1/18/16 2:50,31.07,7276344306556
Sarabury,11/20/16 11:44,28.47,3793266633941
Port Johnstad,1/9/16 16:42,21.06,6439049152311
Lake Jennaton,9/22/16 13:51,21.59,6626084609393
Port Martinberg,2/16/16 21:14,25.83,2238004717640
Aprilchester,6/3/16 6:18,36.62,5991114500300
Vickimouth,8/17/16 3:09,22.06,4533733678162
New Jeffrey,8/9/16 4:33,23.89,3796137221063
East Douglas,4/20/16 22:39,29.35,3953010484339
South Louis,1/2/16 10:08,31.02,6841755994046
Edwardsbury,3/21/16 19:04,41.75,8928983554728
Kellershire,3/13/16 0:52,10.91,1080228253975
Arnoldview,8/17/16 11:57,21.78,6042684315869
New Christine,7/10/16 23:25,32.66,5930334244342
Kimberlychester,4/21/16 12:07,5.72,5635174551000
Carrollfort,3/22/16 7:16,18.82,1390571366339
Nguyenbury,1/20/16 7:53,25.89,2805130709001
Williamshire,2/20/16 20:54,27.82,4346273607628
Spencertown,2/2/16 16:49,5.85,3835492237132
Lisatown,11/16/16 3:43,10.47,6840814195967
Russellport,2/18/16 2:09,34.36,125959722329
Stewartview,1/29/16 19:50,4.44,2111948561336
Lake Jeffreyland,3/20/16 23:46,22.63,8435711610064
Edwardsbury,7/3/16 16:57,25.52,5662887049999
Alvarezhaven,6/25/16 22:46,24.16,9047320468692
Edwardsbury,4/11/16 12:58,29.82,5969442702277
New Andreamouth,9/13/16 22:56,11.52,1526853307336
Lisaville,9/16/16 18:53,23.31,2357518244883
Jacobfort,10/4/16 3:20,26.17,6424356637958
Arnoldview,1/11/16 9:47,43.75,4486913785818
Wiseborough,3/27/16 6:05,32.29,9245768795961
Edwardsbury,7/30/16 3:55,25.37,9229857361022
New Andreamouth,6/18/16 20:26,25.75,7119748158669
Zimmermanmouth,11/28/16 22:05,41.58,7488861145000
Yolandafurt,6/22/16 3:24,20.53,4144095861361
East Erin,11/17/16 19:02,33.87,7492395386099
Arnoldview,2/8/16 22:37,22.88,2425981495498
West Oscar,2/14/16 14:25,20.63,4864021431832
Kellershire,8/9/16 8:37,4.56,3426904667687
Maryside,10/8/16 5:03,35.67,9889233183299
Spencertown,6/24/16 2:33,27.18,5097000600311
New Aaron,3/23/16 1:00,33.34,4210683674924
Lake Jeffreyland,2/3/16 4:42,12.68,1951555798296
Stewartview,6/9/16 15:27,31.44,2080891383237
Sandymouth,1/6/16 13:48,20.21,1266325094530
Smithhaven,10/12/16 5:55,4.57,8478436402439
Swansonbury,5/4/16 10:19,19.84,2166154511743
Kellershire,1/12/16 6:57,35.44,5619368564571
West Brandy,1/14/16 21:11,31.44,6181673578158
Mooreview,8/21/16 6:14,31.1,6946673470044
West Alexis,5/8/16 2:47,26.93,1033521084432
Prattfurt,2/25/16 15:22,36.71,3934070360788
Alvarezhaven,6/21/16 9:57,20.88,9456788060940
Mooreview,8/12/16 3:05,44.84,237385549231
Torresshire,1/31/16 15:24,25.62,6882158947802
Prattfurt,7/30/16 21:39,4.43,8197308953793
New Christine,6/11/16 5:38,17.3,1668251990649
Kimberlychester,1/31/16 21:22,38.32,7753333264986
New Christine,8/7/16 0:57,20.9,7681603470594
Pearsonberg,1/13/16 4:51,16.25,1745516848072
Kimberlychester,11/10/16 18:49,10.61,3443373009022
Mooreview,3/26/16 8:26,14.01,216711817657
Sandymouth,8/3/16 4:30,8.22,2541218396175
Davistown,1/16/16 10:44,5.12,4867593172554
Swansonbury,5/29/16 3:08,10.8,853607208771
South Josephville,5/29/16 19:55,44.23,8118464956442
Mooreview,10/8/16 14:34,30.29,9874999005114
Sarabury,7/17/16 20:41,17.79,9661023488490
Stewartview,6/11/16 14:17,19.07,4918593974287
East Erin,2/10/16 8:43,19.01,9751101791960
New Christine,7/23/16 19:47,23.21,4121336530941
Carrollfort,2/27/16 18:37,44.51,9349742559850
New David,8/9/16 11:20,44.44,6236880541676
Wiseborough,4/28/16 16:54,41.3,3103317541017
Swansonbury,1/30/16 8:13,21.1,7103823304522
Zimmermanmouth,4/22/16 7:47,26.23,6060050374869
Antoniomouth,10/25/16 15:12,40.92,5147022350340
Antoniomouth,4/28/16 12:43,11.39,6095509937845
Stewartview,11/21/16 23:28,29.28,2584021940906
West Oscar,6/24/16 16:45,12.61,5142188149920
Aprilchester,2/21/16 9:13,27.07,9577857791760
New Christine,1/15/16 7:10,31.88,5142795097430
Davistown,7/18/16 16:45,12.81,1649572721389
Spencertown,2/16/16 2:44,21.21,5915074013717
Swansonbury,3/9/16 21:06,23.26,729615057888
Kellershire,8/6/16 10:39,32.55,6350512870856
Nguyenbury,11/22/16 9:02,24.25,1641315974809
Lake Stevenbury,3/1/16 12:52,25.31,1382531803817
Edwardsbury,5/26/16 23:53,5.96,6223284230107
South Louis,1/13/16 17:48,30.92,9725981653946
Maryside,10/16/16 23:48,44.22,2888894308499
Davidtown,6/26/16 7:05,17.1,3814638454640
Port Johnstad,5/13/16 6:40,38.87,3050697074010
Travisville,1/26/16 11:47,13.02,443583741708
West Brandy,8/5/16 20:15,12.85,1820300455374
South Josephville,8/31/16 7:56,25.22,1289550621166
Davidtown,4/1/16 17:47,38.12,1929836638210
Maryside,8/5/16 23:36,8.01,6870885939832
Davistown,1/15/16 9:12,21.64,3789524706342
Sarabury,11/6/16 2:23,19.48,7305651789766
New Aaron,7/1/16 2:22,4.9,4049248134531
Carrollfort,8/1/16 22:20,37.35,989081325632
Sandymouth,1/12/16 22:04,43.97,8994132665577
Carrollfort,7/26/16 19:41,32.92,6903544023914
New Jeffrey,2/7/16 10:10,9.87,4457436957709
Pearsonberg,2/13/16 4:25,17.05,2030168398723
Fosterside,4/26/16 3:40,29.14,4621128261430
Maryside,9/22/16 0:38,15.92,5940407190131
West Alexis,1/3/16 18:29,32.37,9180383067300
West Brandy,9/13/16 16:54,18.61,4952084440462
South Josephville,11/28/16 17:14,41.55,6064775765346
Lake Jennaton,1/20/16 19:07,19.67,7668187502057
Eriktown,10/16/16 3:23,14.4,825760237356
Torresshire,5/17/16 6:36,21.36,1624253598689
Prattfurt,5/8/16 14:33,14.96,6092543649314
Kelseyland,8/1/16 10:51,33.51,6610565660737
Sandymouth,4/16/16 23:11,33.4,1387595438319
South Louis,10/28/16 15:04,21.72,6612504997898
West Peter,2/5/16 1:21,29.48,8798740424195
Alvarezhaven,9/23/16 21:51,17.67,3829336915201
West Brittanyton,7/18/16 1:47,16.44,2170141268732
Mooreview,1/22/16 5:18,36.06,8152638057641
Kelseyland,4/13/16 12:07,6.56,8101498434215
Port Samantha,10/22/16 12:26,24.85,4320163868566
Williamshire,2/3/16 5:41,35.47,3643460209704
South Josephville,9/27/16 20:23,20.31,3107403935056
Torresshire,2/14/16 1:09,40.79,5099391441764
Williamshire,11/6/16 16:41,33.53,28453889331
Edwardsbury,8/24/16 22:22,27.48,6084447535855
Davidtown,9/20/16 16:34,35.57,3280825720957
South Josephville,4/15/16 11:37,22.03,863144011031
West Sydneyhaven,3/6/16 4:14,18.89,8000481449567
West Sydneyhaven,12/3/16 18:22,38.06,373776200357
West Dawnfurt,3/7/16 11:59,25.49,5319657326292
Prattfurt,6/5/16 2:53,32.51,4485460245370
Spencertown,6/7/16 6:22,36.33,8193208226845
Sarabury,9/26/16 7:30,26.71,6310253827816
Swansonbury,10/22/16 20:56,26.51,2510476126220
Swansonbury,7/6/16 7:38,35.5,745202628811
Carrollfort,4/22/16 0:17,14.59,3301501924527
South Josephville,1/18/16 13:17,30.42,9190841623511
Eriktown,3/5/16 16:06,39.02,2046347791162
Alvarezhaven,5/15/16 20:43,40.04,1806812593131
West Dawnfurt,3/21/16 3:21,32.57,3452586407419
Pearsonberg,7/13/16 21:51,14.31,5208460266164
New Jeffrey,10/28/16 13:36,5.91,7690893049922
West Brittanyton,5/24/16 1:21,29.18,9183748336875
West Dawnfurt,11/4/16 21:35,41.06,2404083563458
Lisatown,6/29/16 9:06,12.37,3113374289814
Pearsonberg,10/27/16 17:34,36.05,2833595277094
West Peter,5/25/16 0:54,26.43,1297019619555
Nguyenbury,1/14/16 6:31,20,4202150880679
Sarabury,6/4/16 20:50,14.19,8765571028809
Williamshire,7/12/16 8:03,31.25,776885433140
Swansonbury,3/31/16 5:01,9.5,1496481228450
Arnoldview,2/6/16 7:18,41.75,9527456322773
South Louis,9/27/16 15:50,21.79,7848885793111
New David,10/28/16 10:22,21.83,2065772669648
Rodriguezburgh,2/11/16 4:21,10,2360618585510
Smithhaven,9/9/16 11:41,41.08,7480357033006
Alyssaberg,8/5/16 8:42,13.16,5656075250168
Lisatown,11/23/16 13:20,18.71,8902249223931
Lake Jennaton,7/21/16 1:45,39.53,2728378778106
Port Samantha,3/26/16 7:09,42.89,9401627824368
Port Josephfurt,6/5/16 22:30,22.74,8398784440856
Port Samantha,6/14/16 23:37,43.01,9038897292445
Prattfurt,5/5/16 16:02,31.64,508856855909
Kelseyland,1/12/16 22:51,20.19,3054122642867
Lake Sarashire,7/12/16 12:19,7.9,7639303009163
West Alexis,6/13/16 10:29,26.06,2558012291568
Antoniomouth,8/2/16 10:31,27.67,9790276620552
Torresshire,3/28/16 20:33,42.68,388391461533
Russellport,6/20/16 18:45,4.71,5262366583121
West Brittanyton,6/5/16 13:25,24.53,669151033765
West Dawnfurt,6/14/16 16:29,19.59,7745252866341
West Dawnfurt,6/10/16 15:02,7.81,7732430167369
West Dawnfurt,11/26/16 13:54,8.7,6770337585696
Kimberlychester,4/12/16 19:30,18.58,9085836912926
New David,2/3/16 11:26,42.66,8840189131759
West Oscar,5/27/16 14:01,44.39,3594238170071
Eriktown,3/29/16 23:56,18.37,3663754220468
East Douglas,7/21/16 23:45,26.63,3485524740279
West Peter,7/22/16 17:22,10.58,4872507145388
Yolandafurt,8/12/16 14:44,22.04,9104387314550
Davidtown,10/20/16 9:56,26.56,2101035782102
Stewartview,5/16/16 17:50,30.59,537026942569
West Brandy,5/23/16 5:39,34.32,7929679917064
Lake Stevenbury,3/4/16 12:45,29.95,6328346818498
Lisatown,9/11/16 15:56,42.66,6047760789718
Port Samantha,9/28/16 5:42,25,8140684237773
East Douglas,11/10/16 16:06,17.92,1580306205549
Alyssaberg,10/6/16 19:07,21.13,1130515431712
Kelseyland,5/31/16 1:05,35.22,5946467060438
Rodriguezburgh,2/4/16 21:02,16.11,5860744065476
Arnoldview,6/24/16 18:59,21.61,4138480002842
Lake Jennaton,1/3/16 10:08,20.39,9777733700699
Carrollfort,2/27/16 5:17,43.82,3754646559589
Spencertown,10/6/16 8:07,38.31,2975852913465
South Louis,3/8/16 21:59,43.69,3696319633809
Aprilchester,1/19/16 19:44,9.84,185182551462
New Maryport,2/17/16 6:13,31.04,8962422059559
Fosterside,4/20/16 15:20,39.01,6372444880697
Port Johnstad,10/22/16 2:57,8.7,4904042415715
Davidtown,5/21/16 16:42,33.58,9181845753779
New Maryport,6/23/16 16:05,34.16,178390843856
Eriktown,6/30/16 0:24,12.2,5232819611527
West Dawnfurt,2/17/16 21:34,35.98,1354544236180
New David,10/21/16 9:53,6.27,6666901346674
Lisaville,10/21/16 15:14,38.8,3379145811923
Sandymouth,9/22/16 14:12,26.58,7813909933026
Alyssaberg,5/8/16 2:43,28.34,7242043350787
Kelseyland,7/13/16 16:53,10.31,2180910323678
East Erin,11/28/16 5:38,7.32,2431238364745
Travisville,11/11/16 18:51,44.62,4731700066756
Port Samantha,7/24/16 18:19,11.17,5310808411690
East Douglas,6/18/16 6:57,22.04,8704297629259
West Peter,1/10/16 18:15,19.49,3670358093299
New David,5/29/16 17:14,18.57,8605648336454
West Peter,11/19/16 4:06,5.56,6611980309171
Williamshire,8/18/16 13:36,13.57,1681270948385
Sandymouth,9/5/16 1:04,13.46,2697933296341
South Bryanstad,8/24/16 6:00,23.54,7522701329103
Lake Stevenbury,8/1/16 18:36,19.02,4673333130124
South Bryanstad,9/16/16 4:09,14.24,4377323560242
South Bryanstad,2/6/16 17:12,28.84,7819051931484
Wiseborough,8/31/16 7:06,14.63,338183692591
South Bryanstad,10/31/16 23:41,23.41,3762346619427
East Erin,1/9/16 0:18,44.82,3069621518568
South Bryanstad,5/1/16 23:07,42.69,5016974456403
Port Josephfurt,4/11/16 12:32,30.21,8058945223574
Torresshire,10/25/16 3:09,39.42,247653474806
Pamelahaven,4/13/16 17:55,27.19,7059493748633
Russellport,9/10/16 2:46,34.13,8520408587214
Wiseborough,11/4/16 1:13,15.13,9044220272305
Lake Stevenbury,1/7/16 13:52,34.78,6280884796433
Kelseyland,1/7/16 7:15,11.45,600800386573
Nguyenbury,9/25/16 18:02,29.26,611136524935
East Erin,1/20/16 8:01,9.85,6404538213033
Arnoldview,11/30/16 4:23,30.67,3141063477266
Arnoldview,9/4/16 7:46,41.38,6513640148499
New David,1/30/16 2:35,43.31,4908960239880
Nguyenbury,7/6/16 23:10,43.1,2841412100555
South Roy,6/10/16 6:56,31.69,7407997464120
Port Josephfurt,4/4/16 20:08,12.45,6949613726546
Sandymouth,10/27/16 9:17,30.09,8174499856973
South Roy,4/8/16 3:51,11.09,2130185952936
Maryside,8/14/16 0:46,41.92,5600167388772
Lisatown,1/1/16 8:51,41.61,5613133442743
Smithhaven,4/26/16 18:48,34.89,3867147850175
Pearsonberg,1/22/16 14:41,6.71,3474554706454
South Roy,1/23/16 12:55,38.6,6773263482008
Kimberlychester,8/2/16 23:10,42.21,6309051902955
Lake Jennaton,10/29/16 12:16,42.63,1955422791458
Alyssaberg,2/12/16 18:57,22.64,4887528709778
Eriktown,9/8/16 8:52,25.66,5374271395505
New David,3/5/16 14:14,19.92,7530119591746
Kelseyland,4/9/16 13:17,27.85,5748868894243
New Maryport,10/13/16 0:53,27.72,5224835515774
West Peter,9/16/16 2:23,7.35,1759471715416
Sarabury,1/22/16 23:12,38.4,1176229756048
Jacobfort,5/25/16 10:21,36.1,2594859286466
Zimmermanmouth,5/27/16 2:07,41.16,388096159087
West Jefferyfurt,6/1/16 17:40,16.21,5328963868761
Kelseyland,6/30/16 1:59,8.27,4384089549855
Lake Jeffreyland,6/24/16 18:03,22,2031778082774
Lake Jennaton,1/31/16 16:46,43.01,5879910650040
Lisaville,8/21/16 9:35,28.99,2558994509576
Jacobfort,6/11/16 6:51,16.61,2632232360911
Alyssaberg,7/19/16 21:09,27.76,8760597286776
Sarabury,3/29/16 19:07,20.56,7019491956393
New Andreamouth,2/21/16 9:17,14.71,8984195156310
Rodriguezburgh,8/30/16 17:34,5.95,2219845196542
Prattfurt,1/30/16 14:38,41.58,9514320187392
New Christine,10/26/16 19:33,19.39,6502423153553
Port Samantha,11/5/16 17:57,34.57,7545647566920
Stewartview,2/13/16 4:06,31.08,5158043342740
Aprilchester,8/8/16 10:15,13.05,4879601181007
Williamshire,6/14/16 18:35,30.22,914677642312
Carrollfort,11/1/16 11:32,6.27,9471184816762
Edwardsbury,8/16/16 7:09,11.34,1985351831994
East Erin,2/28/16 5:52,38.82,4134455897710
Williamshire,3/14/16 17:49,35.4,2122236059534
New Jeffrey,2/18/16 6:10,7.52,4932992774958
New Maryport,5/25/16 22:41,31.21,7456195552238
Rodriguezburgh,4/17/16 14:08,17.7,9033019675069
New Aaron,3/8/16 3:33,21.76,860822115609
West Peter,4/13/16 17:28,24.14,6359096350525
Vickimouth,3/17/16 18:07,27.77,6038875778179
Prattfurt,10/5/16 4:45,33.82,7047642017693
Kimberlychester,11/11/16 22:27,42.6,6982145411856
Prattfurt,5/8/16 5:04,5.63,116645266807
Davidtown,11/4/16 10:20,15.6,8529637962885
West Dawnfurt,3/20/16 14:25,21.38,2133163285521
Alvarezhaven,6/11/16 23:45,43.34,3938173695105
Lake Sarashire,2/2/16 14:47,33.81,7107066175253
Zimmermanmouth,8/31/16 18:06,24.23,3364398658418
West Brittanyton,7/23/16 18:48,29.67,4374636370186
Alyssaberg,8/29/16 10:28,13.72,139944531612
Sandymouth,4/16/16 21:26,24.02,3833355148717
Swansonbury,3/8/16 1:27,37.54,9456790186522
Port Samantha,4/1/16 3:42,26.33,1376682371851
West Oscar,1/30/16 18:19,29.66,9574009980362
Lake Sarashire,10/3/16 23:48,17.52,9378291488274
Kellershire,2/14/16 12:29,17.36,6046910588317
Maryside,1/3/16 11:36,5.22,3107326405407
West Dawnfurt,6/23/16 9:11,6.08,797431077854
New Jeffrey,9/24/16 16:09,27.65,4111808807015
Antoniomouth,3/17/16 9:02,28.55,3162921068792
Lake Stevenbury,6/3/16 16:35,15.58,7525921299522
Edwardsbury,8/26/16 16:25,30.72,1916184961923
West Peter,9/2/16 15:47,40.12,3810244920159
South Bryanstad,6/18/16 11:37,19.49,4925544201897
New Andreamouth,4/4/16 5:44,6.85,5862442002722
Mooreview,11/2/16 19:56,26.56,9231803895390
Port Josephfurt,10/26/16 7:25,28.61,644800458908
Prattfurt,3/20/16 8:26,20.11,2249664722752
Carrollfort,11/20/16 12:58,41.18,7887745162292
Lake Jennaton,3/29/16 19:40,12.34,472972528453
Zimmermanmouth,6/10/16 17:19,39.65,5690108755824
Kimberlychester,8/2/16 7:04,16.09,8790068136477
Alvarezhaven,2/7/16 2:46,35.22,5405756761666
Travisville,9/25/16 7:58,29.28,4285150865112
West Brittanyton,10/26/16 7:04,11.88,9060218228390
Lisaville,7/4/16 18:29,10.68,1649275887436
New Jeffrey,10/10/16 19:40,25.22,1807362483101
Davistown,11/6/16 12:05,11.02,915124742623
Nguyenbury,9/29/16 1:55,30.59,8786628417247
Maryside,10/2/16 16:45,40.34,329838249932
Lake Jennaton,3/16/16 7:06,16.98,1180616513497
Aprilchester,9/7/16 22:49,7.97,3964680258694
Stewartview,7/13/16 19:19,9.01,2316598025485
Williamshire,3/8/16 2:20,21.46,6486122380796
Maryside,9/9/16 6:19,12.44,4488991426164
Pearsonberg,1/21/16 1:02,16.47,2935394705225
West Peter,9/24/16 0:26,26.79,5252940310564
Torresshire,8/6/16 1:48,40.28,2832353356811
Arnoldview,6/5/16 11:38,16.7,4445586772952
Russellport,10/31/16 19:39,40.67,5829276048623
Lake Jennaton,5/10/16 12:33,40.26,4792723345570
South Louis,3/22/16 2:47,13.79,7672523003962
Port Samantha,11/7/16 17:55,22.72,8732014805174
West Jefferyfurt,9/3/16 8:12,20.26,280405499023
Lake Sarashire,8/13/16 1:15,19.48,2793166034832
Smithhaven,4/19/16 14:08,36.69,7531013436874
West Alexis,2/11/16 13:05,26,7290051442413
Lake Sarashire,5/5/16 12:57,32.48,333747663741
New Aaron,4/11/16 5:27,18.78,51186564251
West Alexis,4/15/16 0:27,21.2,8481347560693
Port Johnstad,9/12/16 1:35,42.82,7838555100226
Carrollfort,3/11/16 18:01,28.69,5400762882534
Arnoldview,3/31/16 17:49,41.28,3240285568339
East Douglas,9/8/16 4:35,33.49,4538182595312
West Oscar,8/4/16 16:57,25.05,695879450607
South Roy,3/15/16 13:52,25,6493499457044
Lisaville,9/30/16 22:29,31.06,18075235678
West Dawnfurt,3/22/16 14:35,7.82,9200171071293
Mooreview,6/20/16 0:25,42.02,9990432856850
Port Johnstad,3/24/16 23:17,31.35,9416891770785
New Maryport,4/1/16 11:56,16.69,7625933199275
New Andreamouth,8/13/16 19:53,34,3050335286546
West Jefferyfurt,11/17/16 15:09,4.86,1976270179618
Smithhaven,11/16/16 15:15,39.91,4432071093852
East Douglas,9/3/16 11:29,39.24,594788132164
Pearsonberg,1/15/16 17:30,44.88,9347240404580
West Peter,5/12/16 12:20,43.75,6799318070532
West Alexis,9/23/16 4:28,15.23,3435841855743
West Brandy,7/30/16 12:54,19.27,124887703769
Wiseborough,10/9/16 11:04,12.01,4475525539506
Kimberlychester,10/19/16 1:43,32.44,6673265010431
Fosterside,7/16/16 2:09,36.38,2298669329671
Antoniomouth,11/16/16 20:22,10.26,181171207358
Fosterside,4/2/16 0:12,25.85,5876664783376
West Peter,5/6/16 22:57,28.4,1647188359422
New Maryport,4/19/16 9:54,12.96,3568020524793
West Brittanyton,8/17/16 18:54,25.26,5734765638653
Travisville,8/12/16 1:58,19.44,1054705169424
New Andreamouth,7/11/16 18:21,30.28,682856351569
Port Johnstad,10/16/16 11:44,15.35,4659721632739
Jacobfort,7/15/16 21:56,8.32,5033005722931
South Josephville,10/24/16 13:28,39.81,4944663506478
Lisaville,6/4/16 23:12,44.13,7979731907205
New David,7/14/16 23:15,6.03,435672268470
Alvarezhaven,1/21/16 7:25,22.83,3565582370530
Port Josephfurt,4/28/16 19:43,25.47,8898117154912
Edwardsbury,11/4/16 5:16,36.21,6539654812713
Port Martinberg,10/6/16 2:34,20.33,3542494443224
Davistown,7/11/16 16:00,16.4,664869359794
Sarabury,10/18/16 4:33,37.5,1054393799736
West Brandy,3/21/16 18:34,40.82,4545283465673
South Bryanstad,6/15/16 9:52,30.49,1963287218621
Swansonbury,2/19/16 18:09,41.36,5641431357742
Jacobfort,5/14/16 18:47,34.02,2900685643999
